1778625935.757615 server started (66537): version 3.6a, socket /tmp/tmux-1001/default, protocol 8
1778625935.757699 on Linux 7.0.5-1-aarch64-ARCH #1 SMP PREEMPT_DYNAMIC Fri May  8 09:46:42 UTC 2026
1778625935.757708 using libevent 2.1.12-stable poll
1778625935.757714 using ncurses 6.5 20240427
1778625935.760806 cmd_parse_build_commands 0:1: -N
1778625935.760812 cmd_parse_build_commands 0:2: Rename current session
1778625935.760817 cmd_parse_build_commands 0:3: $
1778625935.760823 cmd_parse_build_commands 0:4 0:0: command-prompt
1778625935.760828 cmd_parse_build_commands 0:4 0:1: -I#S
1778625935.760841 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1778625935.760847 cmd_parse_build_commands 0:4 0:2 0:1: --
1778625935.760852 cmd_parse_build_commands 0:4 0:2 0:2: %%
1778625935.760860 cmd_parse_build_commands 0:0: command-prompt
1778625935.760865 cmd_parse_build_commands 0:1: -I#S
1778625935.760892 cmd_parse_build_commands 0:2 0:0: rename-session
1778625935.760906 cmd_parse_build_commands 0:2 0:1: --
1778625935.760912 cmd_parse_build_commands 0:2 0:2: %%
1778625935.760919 cmd_parse_build_commands 0:0: rename-session
1778625935.760925 cmd_parse_build_commands 0:1: --
1778625935.760930 cmd_parse_build_commands 0:2: %%
1778625935.760941 args_parse_flags: next --
1778625935.760946 args_parse: flags end at 2 of 3
1778625935.760952 args_parse: 2 = %% (type STRING)
1778625935.760962 cmd_parse_build_commands: rename-session "%%"
1778625935.760968 args_parse_flags: next -I#S
1778625935.760974 args_parse_flag_argument: -I = #S
1778625935.760980 args_parse: flags end at 2 of 3
1778625935.760988 args_parse: 2 = rename-session "%%" (type COMMANDS)
1778625935.761003 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1778625935.761009 args_parse_flags: next -N
1778625935.761015 args_parse_flag_argument: -N = Rename current session
1778625935.761020 args_parse_flags: next $
1778625935.761025 args_parse: flags end at 3 of 5
1778625935.761030 args_parse: 3 = $ (type STRING)
1778625935.761044 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1778625935.761065 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1778625935.761090 cmdq_get_command: [bind-key/0xaaab0521c520] group 62
1778625935.761097 cmdq_append <global>: [bind-key/0xaaab0521c520]
1778625935.761103 yylex_token: end at WS
1778625935.761108 yylex_token: bind
1778625935.761114 yylex_token: end at WS
1778625935.761118 yylex_token: -N
1778625935.761125 yylex_token: end at WS
1778625935.761130 yylex_token: Split window horizontally
1778625935.761136 yylex_get_word: %
1778625935.761142 yylex_token: end at WS
1778625935.761147 yylex_token: split-window
1778625935.761152 yylex_token: end at WS
1778625935.761156 yylex_token: -h
1778625935.761164 cmd_parse_build_commands 0:0: bind
1778625935.761169 cmd_parse_build_commands 0:1: -N
1778625935.761175 cmd_parse_build_commands 0:2: Split window horizontally
1778625935.761180 cmd_parse_build_commands 0:3: %
1778625935.761186 cmd_parse_build_commands 0:4 0:0: split-window
1778625935.761191 cmd_parse_build_commands 0:4 0:1: -h
1778625935.761199 cmd_parse_build_commands 0:0: split-window
1778625935.761204 cmd_parse_build_commands 0:1: -h
1778625935.761216 args_parse_flags: next -h
1778625935.761222 args_parse_flags: -h
1778625935.761227 args_parse: flags end at 2 of 2
1778625935.761235 cmd_parse_build_commands: split-window -h
1778625935.761240 args_parse_flags: next -N
1778625935.761246 args_parse_flag_argument: -N = Split window horizontally
1778625935.761251 args_parse_flags: next %
1778625935.761256 args_parse: flags end at 3 of 5
1778625935.761262 args_parse: 3 = % (type STRING)
1778625935.761269 args_parse: 4 = split-window -h (type COMMANDS)
1778625935.761285 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1778625935.761294 cmdq_get_command: [bind-key/0xaaab0521c980] group 74
1778625935.761300 cmdq_append <global>: [bind-key/0xaaab0521c980]
1778625935.761306 yylex_token: end at WS
1778625935.761310 yylex_token: bind
1778625935.761315 yylex_token: end at WS
1778625935.761320 yylex_token: -N
1778625935.761326 yylex_token: end at WS
1778625935.761332 yylex_token: Kill current window
1778625935.761337 yylex_token: end at WS
1778625935.761341 yylex_token: &
1778625935.761347 yylex_token: end at WS
1778625935.761352 yylex_token: confirm-before
1778625935.761359 yylex_token: end at WS
1778625935.761364 yylex_token: -pkill-window #W? (y/n)
1778625935.761370 yylex_token: end at WS
1778625935.761375 yylex_token: kill-window
1778625935.761382 cmd_parse_build_commands 0:0: bind
1778625935.761387 cmd_parse_build_commands 0:1: -N
1778625935.761393 cmd_parse_build_commands 0:2: Kill current window
1778625935.761397 cmd_parse_build_commands 0:3: &
1778625935.761403 cmd_parse_build_commands 0:4 0:0: confirm-before
1778625935.761409 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1778625935.761415 cmd_parse_build_commands 0:4 0:2: kill-window
1778625935.761422 cmd_parse_build_commands 0:0: confirm-before
1778625935.761428 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1778625935.761433 cmd_parse_build_commands 0:2: kill-window
1778625935.761441 args_parse_flags: next -pkill-window #W? (y/n)
1778625935.761447 args_parse_flag_argument: -p = kill-window #W? (y/n)
1778625935.761452 args_parse_flags: next kill-window
1778625935.761458 args_parse: flags end at 2 of 3
1778625935.761463 args_parse: 2 = kill-window (type STRING)
1778625935.761476 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1778625935.761482 args_parse_flags: next -N
1778625935.761488 args_parse_flag_argument: -N = Kill current window
1778625935.761493 args_parse_flags: next &
1778625935.761498 args_parse: flags end at 3 of 5
1778625935.761503 args_parse: 3 = & (type STRING)
1778625935.761523 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1778625935.761544 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1778625935.761553 cmdq_get_command: [bind-key/0xaaab0521d0e0] group 82
1778625935.761559 cmdq_append <global>: [bind-key/0xaaab0521d0e0]
1778625935.761577 yylex_token: end at WS
1778625935.761583 yylex_token: bind
1778625935.761588 yylex_token: end at WS
1778625935.761593 yylex_token: -N
1778625935.761600 yylex_token: end at WS
1778625935.761606 yylex_token: Prompt for window index to select
1778625935.761611 yylex_token: end at WS
1778625935.761616 yylex_token: '
1778625935.761622 yylex_token: end at WS
1778625935.761626 yylex_token: command-prompt
1778625935.761632 yylex_token: end at WS
1778625935.761636 yylex_token: -T
1778625935.761642 yylex_token: end at WS
1778625935.761647 yylex_token: window-target
1778625935.761653 yylex_token: end at WS
1778625935.761657 yylex_token: -pindex
1778625935.761663 yylex_token: end at WS
1778625935.761668 yylex_token: select-window
1778625935.761673 yylex_token: end at WS
1778625935.761677 yylex_token: -t
1778625935.761682 yylex_token: end at WS
1778625935.761687 yylex_token: :%%
1778625935.761694 cmd_parse_build_commands 0:0: bind
1778625935.761700 cmd_parse_build_commands 0:1: -N
1778625935.761705 cmd_parse_build_commands 0:2: Prompt for window index to select
1778625935.761711 cmd_parse_build_commands 0:3: '
1778625935.761717 cmd_parse_build_commands 0:4 0:0: command-prompt
1778625935.761722 cmd_parse_build_commands 0:4 0:1: -T
1778625935.761727 cmd_parse_build_commands 0:4 0:2: window-target
1778625935.761732 cmd_parse_build_commands 0:4 0:3: -pindex
1778625935.761738 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1778625935.761743 cmd_parse_build_commands 0:4 0:4 0:1: -t
1778625935.761749 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1778625935.761757 cmd_parse_build_commands 0:0: command-prompt
1778625935.761762 cmd_parse_build_commands 0:1: -T
1778625935.761767 cmd_parse_build_commands 0:2: window-target
1778625935.761772 cmd_parse_build_commands 0:3: -pindex
1778625935.761778 cmd_parse_build_commands 0:4 0:0: select-window
1778625935.761783 cmd_parse_build_commands 0:4 0:1: -t
1778625935.761788 cmd_parse_build_commands 0:4 0:2: :%%
1778625935.761795 cmd_parse_build_commands 0:0: select-window
1778625935.761801 cmd_parse_build_commands 0:1: -t
1778625935.761806 cmd_parse_build_commands 0:2: :%%
1778625935.761818 args_parse_flags: next -t
1778625935.761823 args_parse_flag_argument: -t = :%%
1778625935.761829 args_parse: flags end at 3 of 3
1778625935.761840 cmd_parse_build_commands: select-window -t ":%%"
1778625935.761846 args_parse_flags: next -T
1778625935.761852 args_parse_flag_argument: -T = window-target
1778625935.761857 args_parse_flags: next -pindex
1778625935.761863 args_parse_flag_argument: -p = index
1778625935.761868 args_parse: flags end at 4 of 5
1778625935.761894 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1778625935.761918 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1778625935.761924 args_parse_flags: next -N
1778625935.761931 args_parse_flag_argument: -N = Prompt for window index to select
1778625935.761936 args_parse_flags: next '
1778625935.761941 args_parse: flags end at 3 of 5
1778625935.761946 args_parse: 3 = ' (type STRING)
1778625935.761962 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1778625935.761987 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1778625935.762004 cmdq_get_command: [bind-key/0xaaab0521df00] group 90
1778625935.762011 cmdq_append <global>: [bind-key/0xaaab0521df00]
1778625935.762017 yylex_token: end at WS
1778625935.762022 yylex_token: bind
1778625935.762027 yylex_token: end at WS
1778625935.762032 yylex_token: -N
1778625935.762039 yylex_token: end at WS
1778625935.762044 yylex_token: Switch to previous client
1778625935.762049 yylex_token: end at WS
1778625935.762053 yylex_token: (
1778625935.762059 yylex_token: end at WS
1778625935.762064 yylex_token: switch-client
1778625935.762069 yylex_token: end at WS
1778625935.762073 yylex_token: -p
1778625935.762080 cmd_parse_build_commands 0:0: bind
1778625935.762085 cmd_parse_build_commands 0:1: -N
1778625935.762102 cmd_parse_build_commands 0:2: Switch to previous client
1778625935.762108 cmd_parse_build_commands 0:3: (
1778625935.762114 cmd_parse_build_commands 0:4 0:0: switch-client
1778625935.762119 cmd_parse_build_commands 0:4 0:1: -p
1778625935.762128 cmd_parse_build_commands 0:0: switch-client
1778625935.762133 cmd_parse_build_commands 0:1: -p
1778625935.762146 args_parse_flags: next -p
1778625935.762151 args_parse_flags: -p
1778625935.762156 args_parse: flags end at 2 of 2
1778625935.762164 cmd_parse_build_commands: switch-client -p
1778625935.762170 args_parse_flags: next -N
1778625935.762176 args_parse_flag_argument: -N = Switch to previous client
1778625935.762181 args_parse_flags: next (
1778625935.762186 args_parse: flags end at 3 of 5
1778625935.762191 args_parse: 3 = ( (type STRING)
1778625935.762199 args_parse: 4 = switch-client -p (type COMMANDS)
1778625935.762215 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1778625935.762224 cmdq_get_command: [bind-key/0xaaab0521d500] group 102
1778625935.762230 cmdq_append <global>: [bind-key/0xaaab0521d500]
1778625935.762236 yylex_token: end at WS
1778625935.762241 yylex_token: bind
1778625935.762247 yylex_token: end at WS
1778625935.762251 yylex_token: -N
1778625935.762258 yylex_token: end at WS
1778625935.762263 yylex_token: Switch to next client
1778625935.762268 yylex_token: end at WS
1778625935.762272 yylex_token: )
1778625935.762278 yylex_token: end at WS
1778625935.762283 yylex_token: switch-client
1778625935.762288 yylex_token: end at WS
1778625935.762293 yylex_token: -n
1778625935.762299 cmd_parse_build_commands 0:0: bind
1778625935.762305 cmd_parse_build_commands 0:1: -N
1778625935.762310 cmd_parse_build_commands 0:2: Switch to next client
1778625935.762315 cmd_parse_build_commands 0:3: )
1778625935.762321 cmd_parse_build_commands 0:4 0:0: switch-client
1778625935.762326 cmd_parse_build_commands 0:4 0:1: -n
1778625935.762334 cmd_parse_build_commands 0:0: switch-client
1778625935.762339 cmd_parse_build_commands 0:1: -n
1778625935.762351 args_parse_flags: next -n
1778625935.762357 args_parse_flags: -n
1778625935.762362 args_parse: flags end at 2 of 2
1778625935.762369 cmd_parse_build_commands: switch-client -n
1778625935.762375 args_parse_flags: next -N
1778625935.762380 args_parse_flag_argument: -N = Switch to next client
1778625935.762385 args_parse_flags: next )
1778625935.762391 args_parse: flags end at 3 of 5
1778625935.762396 args_parse: 3 = ) (type STRING)
1778625935.762403 args_parse: 4 = switch-client -n (type COMMANDS)
1778625935.762418 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1778625935.762427 cmdq_get_command: [bind-key/0xaaab0521e490] group 110
1778625935.762432 cmdq_append <global>: [bind-key/0xaaab0521e490]
1778625935.762438 yylex_token: end at WS
1778625935.762443 yylex_token: bind
1778625935.762448 yylex_token: end at WS
1778625935.762453 yylex_token: -N
1778625935.762460 yylex_token: end at WS
1778625935.762465 yylex_token: Rename current window
1778625935.762470 yylex_token: end at WS
1778625935.762474 yylex_token: ,
1778625935.762480 yylex_token: end at WS
1778625935.762485 yylex_token: command-prompt
1778625935.762490 yylex_token: end at WS
1778625935.762495 yylex_token: -I#W
1778625935.762501 yylex_token: end at WS
1778625935.762506 yylex_token: rename-window
1778625935.762511 yylex_token: end at WS
1778625935.762515 yylex_token: --
1778625935.762521 yylex_token: end at WS
1778625935.762525 yylex_token: %%
1778625935.762533 cmd_parse_build_commands 0:0: bind
1778625935.762538 cmd_parse_build_commands 0:1: -N
1778625935.762543 cmd_parse_build_commands 0:2: Rename current window
1778625935.762548 cmd_parse_build_commands 0:3: ,
1778625935.762554 cmd_parse_build_commands 0:4 0:0: command-prompt
1778625935.762560 cmd_parse_build_commands 0:4 0:1: -I#W
1778625935.762565 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1778625935.762571 cmd_parse_build_commands 0:4 0:2 0:1: --
1778625935.762576 cmd_parse_build_commands 0:4 0:2 0:2: %%
1778625935.762583 cmd_parse_build_commands 0:0: command-prompt
1778625935.762600 cmd_parse_build_commands 0:1: -I#W
1778625935.762607 cmd_parse_build_commands 0:2 0:0: rename-window
1778625935.762612 cmd_parse_build_commands 0:2 0:1: --
1778625935.762617 cmd_parse_build_commands 0:2 0:2: %%
1778625935.762625 cmd_parse_build_commands 0:0: rename-window
1778625935.762630 cmd_parse_build_commands 0:1: --
1778625935.762635 cmd_parse_build_commands 0:2: %%
1778625935.762646 args_parse_flags: next --
1778625935.762652 args_parse: flags end at 2 of 3
1778625935.762657 args_parse: 2 = %% (type STRING)
1778625935.762667 cmd_parse_build_commands: rename-window "%%"
1778625935.762674 args_parse_flags: next -I#W
1778625935.762679 args_parse_flag_argument: -I = #W
1778625935.762685 args_parse: flags end at 2 of 3
1778625935.762693 args_parse: 2 = rename-window "%%" (type COMMANDS)
1778625935.762707 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1778625935.762713 args_parse_flags: next -N
1778625935.762719 args_parse_flag_argument: -N = Rename current window
1778625935.762725 args_parse_flags: next ,
1778625935.762730 args_parse: flags end at 3 of 5
1778625935.762735 args_parse: 3 = , (type STRING)
1778625935.762749 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1778625935.762769 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1778625935.762779 cmdq_get_command: [bind-key/0xaaab0521d270] group 118
1778625935.762785 cmdq_append <global>: [bind-key/0xaaab0521d270]
1778625935.762791 yylex_token: end at WS
1778625935.762796 yylex_token: bind
1778625935.762801 yylex_token: end at WS
1778625935.762806 yylex_token: -N
1778625935.762813 yylex_token: end at WS
1778625935.762819 yylex_token: Delete the most recent paste buffer
1778625935.762824 yylex_token: end at WS
1778625935.762828 yylex_token: -
1778625935.762835 yylex_token: end at WS
1778625935.762839 yylex_token: delete-buffer
1778625935.762846 cmd_parse_build_commands 0:0: bind
1778625935.762851 cmd_parse_build_commands 0:1: -N
1778625935.762857 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1778625935.762862 cmd_parse_build_commands 0:3: -
1778625935.762868 cmd_parse_build_commands 0:4 0:0: delete-buffer
1778625935.762889 cmd_parse_build_commands 0:0: delete-buffer
1778625935.762903 args_parse: flags end at 1 of 1
1778625935.762910 cmd_parse_build_commands: delete-buffer
1778625935.762916 args_parse_flags: next -N
1778625935.762922 args_parse_flag_argument: -N = Delete the most recent paste buffer
1778625935.762927 args_parse_flags: next -
1778625935.762932 args_parse: flags end at 3 of 5
1778625935.762938 args_parse: 3 = - (type STRING)
1778625935.762944 args_parse: 4 = delete-buffer (type COMMANDS)
1778625935.762960 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1778625935.762976 cmdq_get_command: [bind-key/0xaaab0521efa0] group 130
1778625935.762983 cmdq_append <global>: [bind-key/0xaaab0521efa0]
1778625935.762989 yylex_token: end at WS
1778625935.762994 yylex_token: bind
1778625935.762999 yylex_token: end at WS
1778625935.763003 yylex_token: -N
1778625935.763010 yylex_token: end at WS
1778625935.763015 yylex_token: Move the current window
1778625935.763021 yylex_token: end at WS
1778625935.763025 yylex_token: .
1778625935.763031 yylex_token: end at WS
1778625935.763036 yylex_token: command-prompt
1778625935.763041 yylex_token: end at WS
1778625935.763045 yylex_token: -T
1778625935.763051 yylex_token: end at WS
1778625935.763055 yylex_token: target
1778625935.763061 yylex_token: end at WS
1778625935.763066 yylex_token: move-window
1778625935.763071 yylex_token: end at WS
1778625935.763076 yylex_token: -t
1778625935.763081 yylex_token: end at WS
1778625935.763085 yylex_token: %%
1778625935.763092 cmd_parse_build_commands 0:0: bind
1778625935.763097 cmd_parse_build_commands 0:1: -N
1778625935.763103 cmd_parse_build_commands 0:2: Move the current window
1778625935.763108 cmd_parse_build_commands 0:3: .
1778625935.763114 cmd_parse_build_commands 0:4 0:0: command-prompt
1778625935.763131 cmd_parse_build_commands 0:4 0:1: -T
1778625935.763138 cmd_parse_build_commands 0:4 0:2: target
1778625935.763144 cmd_parse_build_commands 0:4 0:3 0:0: move-window
